Method,Image,Entropy,AG,VIF,Variance,SF,CC,QCV
new,1.jpg,7.252163548432615,5.407376646655346,0.5918980252986153,48.04908557147861,15.72115929807729,0.3573222012897182,4.564987573412255
new,2.jpg,7.38036406167717,6.2287031419780705,0.5742936517085193,46.573992285608114,16.18343554854366,0.4242513250497346,10.825398864137421
new,3.jpg,7.021808072064712,3.80436288566424,0.6914448253734202,39.13140585254302,9.096187264366035,0.44884381160868225,3.020929930655455
new,4.jpg,7.094284754270699,5.521309750694829,0.718196343301527,50.31897343144627,15.170288826599029,0.5362231849786742,2.964433974082428
new,5.jpg,7.068653603970915,3.9002864286977874,0.6611646058791,43.88191176658822,9.598832270363301,0.7112528666470891,1.252184693666754
new,6.jpg,7.445177816539255,3.934066522508649,0.769718822121197,53.31629799865917,9.618924364944784,0.7887235457237364,4.414141661455578
new,7.jpg,7.603917849976559,5.315617681140509,0.6314054220066745,56.9891520289355,14.592125296320674,0.8169091240850668,18.509653363730173
new,8.jpg,7.614287174323525,5.3109598357119046,0.6465004049984994,54.33262451843614,14.755191038938907,0.7099449899153647,79.3768191464941
new,9.jpg,7.5372448879174545,4.343816408922454,0.7089928800355796,54.69300041964117,12.415827020921983,0.7494300212008218,3.114298034877939
new,10.jpg,7.482695517982749,5.194722621841732,0.6013565389749089,46.112068585550325,13.56530841640489,0.6953806232277042,61.372780356703785
new,11.jpg,7.498062307932601,4.859251105986599,0.6849645848024979,49.04347094526731,13.244427011019106,0.7685767325829509,2.8359028286036554
new,12.jpg,7.606086161543043,5.552876957882996,0.6407116522408265,54.90981729803147,14.125281391568727,0.7707474952413149,12.718545596629461
new,13.jpg,7.524359866155329,5.49478653559891,0.5699343600329797,55.10278933652784,15.40566301481402,0.7567488619930629,12.42719293904001
new,14.jpg,7.649609757003894,5.444601496815682,0.6667898841221234,54.8295446616263,14.649374343532736,0.7689917407477216,7.819352588427062
new,15.jpg,7.6769501350632225,5.435654887258662,0.6683635651262432,57.00148062615234,15.0260059275044,0.78447216526965,13.085197113643636
new,16.jpg,7.45956871074384,4.324956509081473,0.7277949300861446,51.8467492295347,12.232766981873224,0.7187420821174388,2.976468035082709
new,17.jpg,7.042961816361974,5.742678026702737,0.597040614662265,46.70349683012452,15.951360338857695,0.7627011478985503,17.38717962618346
new,18.jpg,7.474861041615416,4.616202859674066,0.6035248706731546,47.719386296921456,12.077701090074676,0.7123733773721292,8.860934842691387
new,19.jpg,7.554697176847097,4.765897235480418,0.8055696320895265,50.80506818664866,11.584393651896756,0.8186925061791425,2.505668094007106
new,20.jpg,7.0120755914488395,3.991942717759736,0.7726749441689342,39.70036641190145,11.118692909655607,0.7936818212818775,10.102306877223812
new,Average,7.3999914925935455,4.95950351280284,0.6666170278851368,50.05303411408113,13.306647300313875,0.6947004812205215,14.00671880703741
new,StdDev,0.22956993339232643,0.7085147188640312,0.06852619563327872,5.31392685749851,2.2303604963755013,0.1374886792093392,20.167017358252586
