Method,Image,Entropy,AG,VIF,Variance,SF,CC,QCV
no_eca,1.jpg,7.2855948607409955,2.46649425703194,0.6761424637769567,50.991630006117035,11.66589362458123,0.7761074842272385,1.8230330722764554
no_eca,2.jpg,7.29207452474132,2.3094892223292827,0.6792398756298361,51.05733796924492,11.552107731580332,0.7302190268430129,1.5680605747535517
no_eca,3.jpg,6.973618644132348,3.948548765731065,0.5846632066212799,44.763485494795304,16.33561387249254,0.7490412927196051,3.390197523463507
no_eca,4.jpg,7.3380370701623345,2.599302666029048,0.7011595877966895,51.89981394206833,11.979966314031936,0.7493631511756933,1.820470349634293
no_eca,5.jpg,7.273213901813742,2.3908383455783464,0.6731302140187423,50.709316828951295,11.364740282340357,0.7734194980359471,1.4558674929142188
no_eca,6.jpg,7.474075843626018,2.0600726016474966,0.9033376550229216,48.8250213634627,10.450394572793334,0.6423461505442742,3.931288528588452
no_eca,7.jpg,7.477214659707249,2.20061668264475,0.9331116522710654,48.25622048378322,10.873508177255522,0.6208215844886089,5.182766155238993
no_eca,8.jpg,7.476520790179499,2.0684105013700553,0.8844790752581932,49.01284950271176,10.342868517903687,0.6385747331560311,4.032122239784946
no_eca,9.jpg,7.468443536905236,2.0079314139419515,0.8886492126633441,48.84996756141295,10.361600332777272,0.6315373042321872,4.280252602294123
no_eca,10.jpg,7.493093638064488,2.1338524127877103,0.9159885402310237,49.11259068452372,10.564712500346984,0.6217038054616717,4.871213377848828
no_eca,11.jpg,7.3948654656297075,2.080062151669963,0.8110082508742382,46.81608547710598,9.589260046700907,0.7063432281252675,2.266374233694136
no_eca,12.jpg,7.410364108444812,1.9469713418123493,0.8531220439525198,52.33079566660902,8.752406907603316,0.5573040643741155,0.9659885285920408
no_eca,13.jpg,7.350667547717616,1.8496646911202586,0.7646348965491401,49.70491908457025,9.555285179281883,0.7239280166130642,6.00866376440763
no_eca,14.jpg,7.19660559394071,3.197047434906566,0.628330610370111,51.16387905042618,14.126807599940662,0.8587502536341455,6.383838095210272
no_eca,15.jpg,7.447886122616183,2.82178026574392,0.6583624482770769,57.31041714112431,11.673478684773448,0.8157032951582062,2.4776635173458663
no_eca,16.jpg,7.287091053893798,2.4806559055398516,0.6641797558863715,50.513379091692094,11.453481708860517,0.7575926936774979,2.134792338966291
no_eca,17.jpg,7.471025722479581,2.3690745265676028,0.7850474717935043,49.977729821972765,11.626714495770042,0.6691046083397174,2.2553971308154828
no_eca,18.jpg,7.24878883939564,3.940523986557571,0.8128912301469678,46.2760405053009,14.885825288325663,0.5661729873501423,4.879409302645077
no_eca,19.jpg,7.429621748648252,1.749048055317725,0.8100638614796825,52.484703631546324,7.8658273073499805,0.7060255693816676,1.1489910338017906
no_eca,20.jpg,7.161296812852154,2.772209503504017,0.8346590356655265,42.062878144863134,13.956406928265357,0.5698560482915673,20.532997574729727
no_eca,21.jpg,4.8385149327504,1.1589163704593213,0.5751843907537688,32.462412377933695,7.897634544771194,0.6674213465731287,0.37050411099808
no_eca,22.jpg,6.640032855285055,1.6501144166712758,0.7914217821815794,41.92702217388472,9.001735748971006,0.7138403994354834,1.0627958494074752
no_eca,23.jpg,5.676503976817473,1.0764867672056502,0.6546813035908625,32.216124269508285,6.545646953068969,0.7049380531296631,5.331390787543345
no_eca,24.jpg,6.640314302639245,1.426918804733478,0.8552063267459981,45.906157394901456,6.942978148412587,0.7119476120043992,1.5296909169177397
no_eca,25.jpg,6.947246261879276,1.3534649636155107,0.9105475266735701,42.16911052432637,6.887597995998245,0.6701945055666312,5.721273831248336
no_eca,26.jpg,6.777422049848596,1.3593245902736613,0.8669348871908351,44.288896869566635,6.193685864681538,0.7070317777099617,0.6090353019817132
no_eca,27.jpg,6.608416948162789,1.2413094638471562,0.8113638290838787,40.460593021631176,6.830790586727394,0.7689473765536294,1.49179649175406
no_eca,28.jpg,6.5932427290794395,1.3039245959859453,0.8368272693068811,39.560443369330414,6.59999027876348,0.7052991561588026,0.894871562057737
no_eca,29.jpg,4.943117375324853,1.4019247902161875,0.5764478384226217,38.545308830770914,9.001377633794515,0.7158732985312163,1.3632478012360154
no_eca,30.jpg,5.821012563600271,1.5780362852352912,0.7026369561851818,38.93362446525074,9.345624017674858,0.6589179663417427,4.23197705429962
no_eca,31.jpg,6.666993220963249,1.2801570680541987,0.8914255544819819,41.8186539388819,6.730372275686537,0.7009350290187544,1.6810377608091305
no_eca,32.jpg,6.472803853849573,1.249718274554634,0.8557959494577299,41.008466790650075,6.303054899954489,0.7460520116414739,1.9193320789670214
